Latsurf,Longsurf,SVM*MASL,ST*MASL,RF*MASL,ERF*MASL
-38.61418633308327,-60.94420193897495,-427.7061537956671,-322.0,-400.95,-415.292
-38.614023157539386,-60.880891063773404,-345.2782482889952,-322.0,-362.438,-363.296
-38.613859981995496,-60.96448366535029,-452.2367225812949,-322.0,-400.95,-414.944
-38.613696806451614,-60.790870569614114,-391.35514663874227,-389.0,-363.854,-357.142
-38.613533630907725,-60.76788364767031,-413.63936202865233,-389.0,-387.968,-381.002
-38.613370455363835,-60.81206402064054,-368.31344403049434,-333.0,-350.808,-336.926
-38.61320727981995,-60.88343095035788,-345.91933043119315,-322.0,-362.438,-365.952
-38.613044104276064,-60.79703594788439,-385.47682976214475,-389.0,-363.854,-349.68
-38.61288092873218,-60.74082378029728,-428.7189645798493,-389.0,-407.966,-396.358
-38.61271775318829,-60.840333985174574,-343.5423666762613,-322.0,-341.724,-334.934
-38.61255457764441,-60.94358792479361,-422.44082353129966,-322.0,-400.95,-410.932
-38.61239140210052,-60.77198711055378,-412.3513520816872,-389.0,-387.968,-376.376
-38.61222822655664,-60.65172788977228,-379.5816756970063,-389.0,-394.814,-409.496
-38.61206505101275,-60.80375680800396,-379.05291178642943,-333.0,-351.254,-336.724
-38.61190187546887,-60.74095549212888,-430.6972777900936,-389.0,-406.576,-395.554
-38.61173869992498,-60.89379888038038,-352.47830404641644,-322.0,-371.32,-374.44
-38.611575524381095,-60.95971620657759,-440.74199427934417,-322.0,-397.672,-408.316
-38.611412348837206,-60.80722072736902,-375.78561205492485,-333.0,-347.53,-334.018
-38.611249173293324,-60.82328445128524,-358.18090075334965,-333.0,-339.834,-333.258
-38.611085997749434,-60.83422307656787,-348.1651671671957,-322.0,-337.378,-332.688
-38.61092282220555,-60.86241766765403,-335.67173464368346,-322.0,-341.756,-343.112
-38.61075964666166,-60.80544860367882,-378.6009333393779,-333.0,-349.952,-333.912
-38.61059647111778,-60.89237558288009,-349.09536836006527,-322.0,-370.018,-371.184
-38.61043329557389,-60.674544363487094,-404.1505227488747,-389.0,-402.57,-413.834
-38.61027012003,-60.888631813443006,-345.3324056262457,-322.0,-370.018,-365.768
-38.61010694448612,-60.91175476902638,-370.12403377402154,-322.0,-396.37,-390.788
-38.60994376894223,-60.94285851701894,-414.2636495952204,-322.0,-396.37,-406.312
-38.60978059339835,-60.81117103323555,-372.84067318019993,-333.0,-346.228,-332.738
-38.60961741785446,-60.934540049472,-401.37553419288236,-322.0,-396.37,-405.556
-38.609454242310576,-61.10414412061923,-331.7594496780648,-322.0,-396.37,-405.44
-38.60929106676669,-60.78962176739884,-399.3940474640503,-389.0,-359.61,-354.762
-38.609127891222805,-60.66549878018991,-397.81211132604574,-389.0,-402.57,-411.17
-38.608964715678916,-60.85701112669984,-335.1548911937047,-322.0,-341.012,-336.036
-38.60880154013503,-60.91652505025832,-373.4757656536163,-322.0,-396.37,-394.084
-38.608638364591144,-60.80039249385421,-387.29809858037197,-389.0,-359.61,-340.128
-38.60847518904726,-60.879034533058324,-336.66238989408646,-322.0,-357.858,-353.668
-38.60831201350337,-60.77862180418084,-413.14649015931315,-389.0,-385.522,-367.582
-38.60814883795949,-60.799951117244696,-388.46597513995675,-389.0,-359.61,-340.694
-38.6079856624156,-60.76430247250964,-426.81699269880755,-389.0,-385.522,-381.568
-38.60782248687172,-60.916614224191584,-371.25094578106115,-322.0,-396.37,-392.196
-38.60765931132783,-60.76230861434969,-428.9218080443248,-389.0,-391.634,-382.378
-38.60749613578395,-60.91963872495619,-374.55207012052284,-322.0,-396.37,-394.588
-38.60733296024006,-60.70796635546034,-434.33612634267894,-389.0,-408.904,-410.258
-38.60716978469617,-60.98873939417666,-450.89771358646107,-322.0,-396.37,-400.384
-38.607006609152286,-60.788423933685095,-404.23200320448166,-389.0,-359.61,-354.57
-38.6068434336084,-60.902884222218695,-352.3541498741,-322.0,-396.37,-375.744
-38.606680258064515,-60.9443767952172,-407.2505588523272,-322.0,-396.37,-400.384
-38.606517082520625,-60.91313686342146,-363.6384137747549,-322.0,-396.37,-386.26
-38.60635390697674,-60.85453615250908,-334.71102163199885,-322.0,-341.012,-330.7
-38.606190731432854,-61.006958826079895,-449.53444500953236,-322.0,-396.37,-399.396
-38.60602755588897,-60.79955910647643,-391.6453560936253,-389.0,-359.61,-339.548
-38.60586438034508,-60.89153749649293,-340.1206325141982,-322.0,-370.018,-361.28
-38.6057012048012,-61.000499708186055,-448.9862509598574,-322.0,-396.37,-398.292
-38.60553802925731,-60.82524685646044,-359.41228933322293,-333.0,-339.82,-326.138
-38.60537485371343,-60.81238725086563,-375.55744960630796,-333.0,-346.228,-327.418
-38.60521167816954,-60.92624726283556,-377.844606191144,-322.0,-396.37,-397.304
-38.60504850262566,-60.950151387559146,-410.2885139011149,-322.0,-396.37,-396.868
-38.60488532708177,-60.86453103160898,-330.76391854418114,-322.0,-357.858,-336.036
-38.604722151537885,-60.84653509709079,-338.89851571745436,-322.0,-341.012,-322.85
-38.604558975993996,-60.81845709592982,-368.3919698131532,-333.0,-346.228,-325.576
-38.60439580045011,-60.712652969405546,-441.90630789914155,-389.0,-408.904,-408.968
-38.604232624906224,-60.80313330260952,-389.087643478172,-333.0,-346.286,-331.07
-38.604069449362335,-60.73586730417715,-446.79507350327157,-389.0,-407.048,-395.97
-38.60390627381845,-60.760079344957994,-437.377403875248,-389.0,-398.982,-383.774
-38.60374309827456,-60.90049443888304,-343.65333124085805,-322.0,-366.352,-368.618
-38.60357992273068,-60.90163833094066,-344.39588532569223,-322.0,-366.352,-369.776
-38.60341674718679,-60.749128735245286,-444.5316918703234,-389.0,-398.982,-391.508
-38.60325357164291,-60.815835370192865,-372.8676036924188,-333.0,-342.562,-325.982
-38.60309039609902,-60.77235320504271,-428.3160540058652,-389.0,-384.198,-373.414
-38.60292722055514,-60.79748282254202,-398.3271153381301,-389.0,-357.682,-342.46
-38.60276404501125,-60.83923039521496,-345.1380197406495,-322.0,-333.694,-323.188
-38.602600869467366,-60.864537170301524,-328.9332035278313,-322.0,-354.408,-335.316
-38.60243769392348,-60.84025728768359,-344.15886559974274,-322.0,-333.694,-323.21
-38.602274518379595,-60.862670780378586,-329.2162911247642,-322.0,-338.306,-333.57
-38.602111342835705,-60.77299760356409,-429.29018993653256,-389.0,-384.198,-373.814
-38.60194816729182,-60.84302854593932,-341.5424669528487,-322.0,-337.454,-323.122
-38.601784991747934,-60.90160189950556,-340.7161989898156,-322.0,-366.568,-369.018
-38.60162181620405,-60.825052275436896,-361.8340440572939,-333.0,-336.37,-325.124
-38.60145864066016,-60.750531806133104,-447.419712238269,-389.0,-399.09,-392.61
-38.60129546511628,-60.94091442350073,-387.20668659971426,-322.0,-394.334,-393.268
-38.60113228957239,-60.961640787197624,-412.52101508498384,-322.0,-394.334,-393.268
-38.6009691140285,-60.84481269799355,-339.85514230348554,-322.0,-337.562,-323.166
-38.60080593848462,-60.72625335017087,-452.3604393875254,-389.0,-407.156,-407.082
-38.60064276294073,-60.87078164807869,-326.06287184825214,-322.0,-354.408,-340.6
-38.60047958739685,-60.8659702345433,-326.8326267959231,-322.0,-354.408,-336.954
-38.60031641185296,-60.94702160570183,-392.4185846641822,-322.0,-394.334,-392.478
-38.600153236309076,-60.93783025116169,-379.84474229575653,-322.0,-394.334,-392.478
-38.59999006076519,-60.80889837647236,-385.56231371064115,-333.0,-342.778,-327.566
-38.599826885221304,-60.75606887616131,-447.2093664040375,-389.0,-399.09,-391.474
-38.599663709677415,-60.89629259205448,-332.3739817945864,-322.0,-366.568,-362.644
-38.59950053413353,-60.80541607778735,-391.1429366251873,-333.0,-346.502,-328.094
-38.59933735858964,-60.89425006941242,-330.4420401389909,-322.0,-366.568,-361.502
-38.59917418304576,-60.90786200301989,-341.0617704584801,-322.0,-394.334,-373.664
-38.59901100750187,-60.74363395336987,-454.34197710910996,-389.0,-403.17,-399.304
-38.59884783195799,-60.8376172924644,-347.3801785936346,-322.0,-334.228,-324.618
-38.5986846564141,-60.9477680676244,-388.5819609663787,-322.0,-394.634,-391.61
-38.59852148087022,-60.764180700206175,-443.4237643331244,-389.0,-390.892,-388.41
-38.59835830532633,-60.83888050806176,-345.9994274136775,-322.0,-334.228,-324.618
-38.59819512978245,-60.81400111018593,-379.70601523098,-333.0,-343.078,-327.61
-38.59803195423856,-60.78895046228581,-416.40288973364113,-389.0,-357.982,-358.904
-38.59786877869467,-60.74500904564366,-455.8433207380445,-389.0,-399.39,-400.89
-38.597705603150786,-60.824748889428925,-364.419801631488,-333.0,-336.67,-326.422
-38.597542427606896,-60.86284769523065,-325.77110275894427,-322.0,-338.606,-333.752
-38.597379252063014,-60.8552864474425,-330.2921020282138,-322.0,-337.862,-328.924
-38.597216076519125,-60.82071376859608,-370.5244902894372,-333.0,-343.078,-326.818
-38.59705290097524,-60.79127675644168,-414.49825558107693,-389.0,-357.982,-357.148
-38.59688972543135,-60.85275145144202,-332.0794299682759,-322.0,-337.862,-327.476
-38.59672654988747,-60.851240166922146,-333.31471559469514,-322.0,-337.862,-326.382
-38.59656337434358,-60.88239643800172,-321.43889975605765,-322.0,-354.708,-347.912
-38.5964001987997,-60.76314466695144,-447.6947380345359,-389.0,-390.892,-392.878
-38.59623702325581,-60.713801360517685,-455.95752479287904,-389.0,-408.27,-419.836
-38.59607384771193,-60.915509331827565,-341.72232464898167,-322.0,-394.634,-379.644
-38.59591067216804,-60.64241314641842,-391.4305179154521,-389.0,-393.626,-412.746
-38.595747496624156,-60.912106320300296,-337.5225644663329,-322.0,-394.634,-376.5
-38.59558432108027,-60.834005522412355,-352.5852132886728,-322.0,-334.228,-326.048
-38.595421145536385,-60.94288034142932,-372.84613101531653,-322.0,-394.634,-389.88
-38.595257969992495,-60.799196819579684,-405.1107075379324,-389.0,-357.934,-345.02
-38.59509479444861,-60.76378877089116,-449.18557005438595,-389.0,-390.844,-393.83
-38.594931618904724,-60.90720989449543,-331.274483467796,-322.0,-394.586,-370.928
-38.594768443360834,-60.79427123580659,-413.05903940607084,-389.0,-357.934,-355.658
-38.59460526781695,-60.773090363754605,-440.87063876752944,-389.0,-384.45,-385.07
-38.59444209227306,-60.83263862047726,-354.7801837777972,-322.0,-334.18,-326.708
-38.59427891672918,-60.82064168301323,-372.56006948262683,-333.0,-343.03,-327.852
-38.59411574118529,-60.82706568690501,-362.91575957887324,-322.0,-334.18,-327.28
-38.59395256564141,-60.81523217080756,-381.26539891183626,-333.0,-343.03,-328.82
-38.59378939009752,-60.80823404066648,-392.5431400379013,-333.0,-343.03,-329.524
-38.59362621455364,-60.93054832476464,-352.55209400125773,-322.0,-394.586,-388.554
-38.59346303900975,-60.70777538465004,-456.7895776650304,-389.0,-408.882,-425.844
-38.593299863465866,-60.80082413809049,-404.7623002770018,-333.0,-348.904,-342.278
-38.59313668792198,-60.776249653038654,-439.39039278951304,-389.0,-385.876,-383.064
-38.592973512378094,-60.77497535320536,-441.0976426673377,-389.0,-385.876,-384.482
-38.592810336834205,-60.69433289747741,-448.0135363082753,-389.0,-406.376,-428.264
-38.59264716129032,-60.78516329112719,-428.70323764153915,-389.0,-360.09,-368.718
-38.59248398574643,-60.79954650998317,-407.64249990036984,-389.0,-363.91,-346.262
-38.59232081020255,-60.79657615366941,-412.442336243009,-389.0,-363.91,-354.032
-38.59215763465866,-60.72615909850536,-466.0470081491808,-389.0,-411.994,-420.69
-38.59199445911478,-60.709562183400905,-459.8258528307591,-389.0,-412.74,-425.998
-38.59183128357089,-60.84218079088817,-342.48589110658907,-322.0,-340.516,-326.048
-38.591668108027,-60.82420298964857,-368.5432169023875,-333.0,-343.192,-328.16
-38.59150493248312,-60.89243769736777,-316.09357706718157,-322.0,-371.184,-357.262
-38.59134175693923,-60.776062442447426,-442.0700574902313,-389.0,-388.956,-384.84
-38.59117858139535,-60.865696120346236,-319.61043088256207,-322.0,-359.78,-336.446
-38.59101540585146,-61.04405642031616,-389.46443936694425,-322.0,-398.404,-387.366
-38.590852230307576,-60.81404931732317,-385.5919810627048,-333.0,-349.6,-329.832
-38.590689054763686,-60.7912250143368,-422.44613705563665,-389.0,-363.91,-364.072
-38.590525879219804,-60.80172704385254,-406.20905932222985,-333.0,-353.542,-341.166
-38.590362703675915,-60.62021612903871,-373.3374140461318,-389.0,-394.898,-413.316
-38.59019952813203,-60.83931628630964,-346.4147487693134,-322.0,-340.516,-326.972
-38.59003635258814,-60.86679758734346,-318.073207109754,-322.0,-359.78,-336.544
-38.58987317704426,-60.77192035294488,-448.7584380173249,-389.0,-388.956,-392.104
-38.58971000150037,-60.907789917982925,-320.663227517473,-322.0,-398.404,-368.826
-38.58954682595649,-60.65322732634195,-409.8084475109593,-389.0,-397.802,-424.708
-38.5893836504126,-60.75042104513762,-466.5691900334437,-389.0,-403.716,-411.306
-38.58922047486872,-60.74330744592367,-469.5028844665996,-389.0,-407.864,-415.74
-38.58905729932483,-60.84570391274409,-337.9245964830681,-322.0,-344.384,-326.664
-38.588894123780946,-60.57906951092023,-336.86724636414397,-389.0,-392.756,-407.03
-38.58873094823706,-60.71710920561848,-467.8000519102986,-389.0,-412.66,-429.604
-38.58856777269317,-60.78730448263389,-430.6981229721271,-389.0,-363.91,-370.424
-38.588404597149285,-60.83932301616723,-346.61188033614013,-322.0,-340.516,-327.412
