Latsurf,Longsurf,SVM*MASL,ST*MASL,RF*MASL,ERF*MASL
-38.61418633308327,-60.8197389499046,-357.11221078394857,-333.0,-350.808,-337.444
-38.614023157539386,-60.95575148746545,-446.1621195593195,-322.0,-400.95,-415.176
-38.613859981995496,-60.82064471333185,-356.47490705518317,-333.0,-350.808,-337.036
-38.613696806451614,-60.90116371514156,-367.778627813323,-322.0,-374.598,-387.648
-38.613533630907725,-60.98778653793047,-468.3130745836177,-322.0,-400.95,-414.392
-38.613370455363835,-60.88795293081192,-352.3588959753038,-322.0,-374.598,-370.612
-38.61320727981995,-60.84186686732665,-341.22159752266657,-322.0,-341.724,-336.144
-38.613044104276064,-60.87630577290861,-342.7769788848822,-322.0,-362.438,-358.308
-38.61288092873218,-60.86391957597847,-337.67076579848197,-322.0,-346.336,-347.404
-38.61271775318829,-60.76635752228203,-414.24707185549306,-389.0,-387.968,-381.78
-38.61255457764441,-60.84400458578649,-340.1350565261469,-322.0,-345.484,-334.554
-38.61239140210052,-60.92872964493288,-404.2516868081457,-322.0,-400.95,-410.932
-38.61222822655664,-60.851211833638054,-337.5545245988402,-322.0,-342.314,-336.5
-38.61206505101275,-60.86364191347512,-336.8867097997637,-322.0,-343.058,-345.432
-38.61190187546887,-60.78290078736836,-399.84871348159334,-389.0,-370.568,-363.416
-38.61173869992498,-60.8571124703765,-336.36097556127544,-322.0,-342.314,-339.864
-38.611575524381095,-60.92103948476595,-390.6784062061074,-322.0,-397.672,-403.132
-38.611412348837206,-60.746599353558075,-429.10520493383535,-389.0,-400.852,-393.136
-38.611249173293324,-60.786078043941195,-397.3906789320917,-389.0,-359.61,-358.818
-38.611085997749434,-60.95248600807018,-434.1125518308456,-322.0,-396.37,-408.084
-38.61092282220555,-60.93192033192844,-405.14902161880275,-322.0,-396.37,-407.764
-38.61075964666166,-60.94283557938333,-420.4460690313599,-322.0,-396.37,-407.648
-38.61059647111778,-60.67184004401423,-403.7823444247027,-389.0,-402.57,-413.358
-38.61043329557389,-60.95908983694655,-440.0285334818035,-322.0,-396.37,-407.212
-38.61027012003,-60.74840252431211,-430.5987660674828,-389.0,-400.186,-391.516
-38.61010694448612,-61.0148382705729,-454.43762173823694,-322.0,-396.37,-406.632
-38.60994376894223,-60.72286276579015,-435.171294519966,-389.0,-408.158,-406.1
-38.60978059339835,-60.93616329103135,-408.2729999290709,-322.0,-396.37,-405.992
-38.60961741785446,-60.86588653105716,-334.9312717819684,-322.0,-357.858,-344.388
-38.609454242310576,-60.87781712464421,-338.7465546960098,-322.0,-357.858,-354.712
-38.60929106676669,-60.87956650471238,-339.4820496618882,-322.0,-357.858,-355.64
-38.609127891222805,-60.90534342303866,-363.3016581964791,-322.0,-396.37,-382.052
-38.608964715678916,-60.88816056186764,-345.0085972355419,-322.0,-370.018,-362.864
-38.60880154013503,-60.780725467271985,-407.1983584304113,-389.0,-385.522,-364.658
-38.608638364591144,-60.80595648296093,-377.0377337660531,-333.0,-349.952,-331.47
-38.60847518904726,-60.768657403833586,-419.99081512298085,-389.0,-385.522,-378.002
-38.60831201350337,-60.84542109933241,-338.54310722197334,-322.0,-341.012,-328.02
-38.60814883795949,-60.897696195549614,-352.46539396130936,-322.0,-370.018,-372.244
-38.6079856624156,-60.869706268808116,-333.9114975462154,-322.0,-357.858,-344.968
-38.60782248687172,-60.76156076477458,-427.17000046055557,-389.0,-391.634,-383.038
-38.60765931132783,-60.78756042319688,-401.0688717309529,-389.0,-359.61,-354.668
-38.60749613578395,-60.92464773556665,-385.5008243900643,-322.0,-396.37,-400.82
-38.60733296024006,-60.94926489093829,-419.3915645317602,-322.0,-396.37,-400.82
-38.60716978469617,-60.930650772986304,-393.22804609791143,-322.0,-396.37,-400.384
-38.607006609152286,-60.74440383210203,-438.6267955449151,-389.0,-404.266,-392.846
-38.6068434336084,-60.88425104914625,-338.62084593515965,-322.0,-357.858,-355.888
-38.606680258064515,-60.77205415822479,-419.8741921796429,-389.0,-385.522,-373.43
-38.606517082520625,-60.81034229237931,-373.6368183777056,-333.0,-346.228,-329.108
-38.60635390697674,-60.80831317215205,-376.38428405115866,-333.0,-346.228,-329.212
-38.606190731432854,-60.73907744338947,-441.82180809503654,-389.0,-406.032,-394.5
-38.60602755588897,-60.69835106178811,-432.6587706507843,-389.0,-405.982,-412.6
-38.60586438034508,-60.802278794596816,-384.75273360110293,-333.0,-350.17,-335.036
-38.6057012048012,-60.825421974271464,-356.01487097230563,-333.0,-339.82,-326.21
-38.60553802925731,-60.928294457218485,-385.48358182113736,-322.0,-396.37,-397.972
-38.60537485371343,-60.93663159548601,-396.74953864217736,-322.0,-396.37,-397.74
-38.60521167816954,-60.78072956681065,-412.88421425658146,-389.0,-385.522,-363.034
-38.60504850262566,-60.91843927915206,-370.6251307655718,-322.0,-396.37,-389.5
-38.60488532708177,-60.79505516148474,-395.45408205991725,-389.0,-359.61,-345.034
-38.604722151537885,-60.84334082198279,-339.2321584072827,-322.0,-340.904,-323.202
-38.604558975993996,-60.880546257357274,-333.0981818718302,-322.0,-357.858,-348.564
-38.60439580045011,-60.87352949194962,-330.5445604103274,-322.0,-357.858,-343.228
-38.604232624906224,-60.852809199366995,-333.2552588673196,-322.0,-337.346,-326.198
-38.604069449362335,-60.70983545640484,-442.4053578033212,-389.0,-407.794,-409.596
-38.60390627381845,-60.82267880348558,-360.12961614773496,-333.0,-337.068,-324.794
-38.60374309827456,-60.82161069951011,-361.53266994982914,-333.0,-342.562,-324.926
-38.60357992273068,-60.8475294994269,-336.03464586072835,-322.0,-337.346,-322.176
-38.60341674718679,-60.732081405234524,-448.08739518353616,-389.0,-407.048,-400.014
-38.60325357164291,-60.76063654399875,-436.1163414559453,-389.0,-390.43,-384.392
-38.60309039609902,-60.88692595376186,-334.1603128548166,-322.0,-366.568,-352.704
-38.60292722055514,-60.9594135315938,-418.5641659430316,-322.0,-394.334,-394.5
-38.60276404501125,-60.69111281691787,-433.0760757260048,-389.0,-405.068,-414.254
-38.602600869467366,-60.861212160468035,-329.0794133045189,-322.0,-338.306,-332.648
-38.60243769392348,-60.78356792794046,-413.6712660289476,-389.0,-367.996,-359.92
-38.602274518379595,-60.77264922883977,-426.5963062320187,-389.0,-384.198,-374.478
-38.602111342835705,-60.82028317540672,-364.2003324912618,-333.0,-342.778,-325.564
-38.60194816729182,-60.79847491928373,-394.4480499558323,-389.0,-357.682,-340.664
-38.601784991747934,-60.80145890293751,-390.449851616866,-333.0,-346.72,-335.626
-38.60162181620405,-60.79728218051812,-396.5032924774191,-389.0,-357.682,-343.552
-38.60145864066016,-60.962283680715885,-417.2144641101711,-322.0,-394.334,-393.224
-38.60129546511628,-60.9385632642751,-387.8340755461903,-322.0,-394.334,-393.268
-38.60113228957239,-60.697742193749285,-440.52593266369786,-389.0,-405.084,-416.024
-38.6009691140285,-60.80907987491766,-380.462938662375,-333.0,-342.778,-327.258
-38.60080593848462,-61.028274581656376,-423.22565303428865,-322.0,-394.334,-392.898
-38.60064276294073,-60.82261349908113,-362.0013993599712,-333.0,-337.284,-325.696
-38.60047958739685,-60.63644363936601,-382.57624652487823,-389.0,-393.258,-406.518
-38.60031641185296,-60.79008012932017,-408.1306221057954,-389.0,-357.682,-354.372
-38.600153236309076,-60.74616918071646,-450.48418096313696,-389.0,-399.09,-396.98
-38.59999006076519,-60.93309495694649,-376.8340910849364,-322.0,-394.334,-392.29
-38.599826885221304,-60.861765675907975,-326.75905570087497,-322.0,-338.306,-333.418
-38.599663709677415,-60.71558714962449,-452.28087966090567,-389.0,-407.902,-413.362
-38.59950053413353,-60.77800430131851,-424.86381395861474,-389.0,-384.198,-371.764
-38.59933735858964,-60.79694264222614,-399.71519035196917,-389.0,-357.682,-346.296
-38.59917418304576,-60.740189285929276,-454.28554715796264,-389.0,-405.03,-399.776
-38.59901100750187,-60.89514497964897,-332.29660657201845,-322.0,-366.568,-362.434
-38.59884783195799,-60.87262628321126,-323.8517454550675,-322.0,-354.708,-341.968
-38.5986846564141,-60.7312831233139,-456.47289183357304,-389.0,-407.524,-406.174
-38.59852148087022,-60.761399898418766,-443.5138375156629,-389.0,-390.892,-390.244
-38.59835830532633,-60.63598166618318,-384.55628582120335,-389.0,-393.626,-408.36
-38.59819512978245,-60.85904362349942,-326.7317571651397,-322.0,-337.862,-331.35
-38.59803195423856,-60.76841901337295,-437.7754300334292,-389.0,-384.498,-385.268
-38.59786877869467,-60.90667107626957,-339.7364031617175,-322.0,-394.634,-370.898
-38.597705603150786,-60.81202038828728,-379.02014691051886,-333.0,-343.078,-328.028
-38.597542427606896,-60.877369496337025,-322.4663370387689,-322.0,-354.708,-344.314
-38.597379252063014,-60.79661202014143,-402.49713809550417,-389.0,-357.982,-349.844
-38.597216076519125,-60.89478491867693,-328.65796940728944,-322.0,-366.868,-361.278
-38.59705290097524,-60.961024365005095,-402.5385977538221,-322.0,-394.634,-390.24
-38.59688972543135,-60.75545266071426,-450.7367957146302,-389.0,-399.39,-396.852
-38.59672654988747,-60.68587639768095,-437.8331911453324,-389.0,-405.436,-423.158
-38.59656337434358,-60.79153832143041,-410.9080530349303,-389.0,-357.982,-357.442
-38.5964001987997,-60.90102951544528,-331.58213844728493,-322.0,-366.868,-366.512
-38.59623702325581,-61.00763811386297,-422.304304727152,-322.0,-394.634,-390.322
-38.59607384771193,-60.877505165923864,-320.5648790192348,-322.0,-354.708,-344.804
-38.59591067216804,-60.925064364082736,-355.4253328094668,-322.0,-394.634,-390.046
-38.595747496624156,-60.80529218790995,-391.0495009174888,-333.0,-346.802,-329.282
-38.59558432108027,-60.893497563234845,-324.85966725383,-322.0,-366.868,-359.55
-38.595421145536385,-60.80682261373821,-388.97651968277637,-333.0,-343.078,-329.194
-38.595257969992495,-60.87919941317163,-319.611746962034,-322.0,-354.66,-345.626
-38.59509479444861,-60.69113076921456,-444.52668277153975,-389.0,-405.388,-425.094
-38.594931618904724,-60.825543077276535,-360.7806649006119,-333.0,-336.622,-327.17
-38.594768443360834,-60.734124204749946,-462.63956182986635,-389.0,-407.476,-411.0
-38.59460526781695,-60.68325579051617,-438.31277733496665,-389.0,-405.388,-426.546
-38.59444209227306,-60.76570400053857,-445.97519347706464,-389.0,-384.45,-393.736
-38.59427891672918,-60.91127341472799,-336.05629006515994,-322.0,-394.586,-374.7
-38.59411574118529,-60.79248263746556,-412.48677240186987,-389.0,-357.934,-358.786
-38.59395256564141,-60.897866871873696,-324.4176987364291,-322.0,-366.82,-361.506
-38.59378939009752,-60.88108062380453,-317.7798023147184,-322.0,-354.66,-345.978
-38.59362621455364,-60.58274139509736,-337.43219761855937,-389.0,-388.408,-402.704
-38.59346303900975,-60.76004769477423,-452.55452032115585,-389.0,-400.134,-400.002
-38.593299863465866,-60.818115201640516,-372.8862592389821,-333.0,-345.01,-328.6
-38.59313668792198,-60.79200822646997,-414.35208576082687,-389.0,-359.756,-360.004
-38.592973512378094,-60.86327062215312,-320.7783768049839,-322.0,-340.974,-334.426
-38.592810336834205,-60.77459955218676,-438.61336010414414,-389.0,-385.876,-385.256
-38.59264716129032,-60.91224228143832,-333.1981073480457,-322.0,-395.902,-375.162
-38.59248398574643,-60.80513728987231,-394.37779890717184,-333.0,-353.324,-330.184
-38.59232081020255,-60.872698330462285,-316.50802550918286,-322.0,-359.78,-341.066
-38.59215763465866,-60.65548466162745,-412.562855280776,-389.0,-397.802,-420.824
-38.59199445911478,-60.82057383082496,-369.7955247728221,-333.0,-349.6,-328.314
-38.59183128357089,-60.70424716735479,-458.43356865383873,-389.0,-412.74,-426.898
-38.591668108027,-60.767097294967996,-448.5854976268349,-389.0,-388.956,-395.184
-38.59150493248312,-60.82407864433451,-364.54637810722227,-333.0,-343.192,-328.248
-38.59134175693923,-60.81397305826371,-380.8714700194664,-333.0,-349.6,-329.612
-38.59117858139535,-60.8591010250847,-322.2023083248548,-322.0,-344.384,-332.546
-38.59101540585146,-60.7648735176649,-451.7219822336664,-389.0,-388.956,-399.88
-38.590852230307576,-60.86464718176101,-318.3537885131188,-322.0,-359.78,-335.926
-38.590689054763686,-60.836265856641354,-346.79132151029233,-322.0,-340.75,-327.324
-38.590525879219804,-60.74029032390726,-467.7984760020437,-389.0,-409.614,-414.84
-38.590362703675915,-60.70407085888165,-460.200970943695,-389.0,-412.74,-431.042
-38.59019952813203,-60.849310260941174,-330.6616096525797,-322.0,-344.384,-327.064
-38.59003635258814,-60.691000830919386,-450.7871688171795,-389.0,-409.782,-433.42
-38.58987317704426,-60.73935881563562,-468.9438725392738,-389.0,-409.614,-416.286
-38.58971000150037,-60.87453605081324,-313.16229580771557,-322.0,-359.78,-341.234
-38.58954682595649,-60.780267307991,-435.6234024903315,-389.0,-388.956,-382.532
-38.5893836504126,-60.69217703155685,-452.53207664979084,-389.0,-409.782,-433.56
-38.58922047486872,-60.8801566521543,-311.6035851251683,-322.0,-359.78,-344.438
-38.58905729932483,-60.82262053958214,-368.0544206575909,-333.0,-344.106,-329.128
-38.588894123780946,-60.70497531052197,-462.56469811206136,-389.0,-412.74,-432.052
-38.58873094823706,-60.6647566778608,-426.1671309943015,-389.0,-406.282,-428.996
-38.58856777269317,-60.76914256115779,-450.5731550311241,-389.0,-388.956,-397.68
-38.588404597149285,-60.768474791203914,-451.5115309751199,-389.0,-388.956,-398.412
-38.588241421605396,-60.78163374868554,-435.32257140109897,-389.0,-377.462,-381.284
-38.588078246061514,-60.78575608363391,-429.5851619622885,-389.0,-367.368,-373.552
-38.587915070517624,-61.08626574702399,-330.04572585997386,-322.0,-399.286,-384.748
